"No","year","month","day","hour","pm2.5","No","avg","std"
24117,2012,10,1,20,92,24117,60.666666666666664,8.65383665716478
24130,2012,10,2,9,87,24130,68.33333333333333,3.8586123009300763
24131,2012,10,2,10,142,24131,74,9.899494936611665
24135,2012,10,2,14,164,24135,143.33333333333334,2.3570226039551567
24139,2012,10,2,18,181,24139,165.33333333333334,2.8674417556808756
24140,2012,10,2,19,202,24140,169.33333333333334,8.339997335464533
24141,2012,10,2,20,244,24141,182.66666666666666,15.151090903151353
24160,2012,10,3,15,12,24160,9,0.816496580927726
24163,2012,10,3,18,15,24163,10.333333333333334,1.247219128924647
24164,2012,10,3,19,20,24164,11.333333333333334,2.6246692913372702
24174,2012,10,4,5,11,24174,7.666666666666667,0.4714045207910318
24186,2012,10,4,17,19,24186,12.666666666666666,0.4714045207910318
24193,2012,10,5,0,27,24193,17,1.4142135623730951
24194,2012,10,5,1,37,24194,20.666666666666668,4.642796092394706
24200,2012,10,5,7,27,24200,17.333333333333332,1.247219128924647
24209,2012,10,5,16,23,24209,15.333333333333334,0.9428090415820632
24210,2012,10,5,17,43,24210,18.333333333333332,3.299831645537222
24213,2012,10,5,20,90,24213,53,10.801234497346433
24214,2012,10,5,21,126,24214,68.66666666666667,17.15290710702481
24235,2012,10,6,18,80,24235,28.333333333333332,6.944222218666553
24239,2012,10,6,22,131,24239,111,2.160246899469287
24253,2012,10,7,12,110,24253,83.33333333333333,5.436502143433365
24254,2012,10,7,13,137,24254,94.66666666666667,10.964589468932349
24260,2012,10,7,19,122,24260,108,3.265986323710904
24261,2012,10,7,20,149,24261,112.66666666666667,7.363574011458172
24267,2012,10,8,2,207,24267,190.66666666666666,2.3570226039551616
24268,2012,10,8,3,220,24268,196.66666666666666,7.586537784494031
24269,2012,10,8,4,259,24269,207,10.614455552060438
24277,2012,10,8,12,220,24277,206,2.449489742783178
24278,2012,10,8,13,237,24278,210.66666666666666,7.039570693980962
24279,2012,10,8,14,264,24279,222,11.51810169544733
24288,2012,10,8,23,398,24288,342.6666666666667,3.681787005729081
24289,2012,10,9,0,446,24289,362.6666666666667,25.037749277618556
24318,2012,10,10,5,12,24318,7.666666666666667,0.9428090415820634
24321,2012,10,10,8,26,24321,11,1.4142135623730951
24330,2012,10,10,17,10,24330,5,0
24331,2012,10,10,18,15,24331,6.666666666666667,2.357022603955158
24333,2012,10,10,20,26,24333,14.666666666666666,3.6817870057290873
24334,2012,10,10,21,43,24334,20,4.546060565661952
24337,2012,10,11,0,80,24337,52.333333333333336,8.2192186706253
24338,2012,10,11,1,111,24338,64.66666666666667,11.897712198383163
24347,2012,10,11,10,114,24347,81.66666666666667,6.944222218666551
24348,2012,10,11,11,194,24348,95.33333333333333,13.59738536958076
24356,2012,10,11,19,131,24356,117.33333333333333,3.299831645537222
24357,2012,10,11,20,158,24357,123.33333333333333,5.557777333511024
24360,2012,10,11,23,191,24360,167.33333333333334,7.363574011458171
24365,2012,10,12,4,177,24365,141,5.0990195135927845
24378,2012,10,12,17,156,24378,145,2.8284271247461903
24379,2012,10,12,18,172,24379,149.33333333333334,5.312459150169739
24380,2012,10,12,19,194,24380,159,9.626352718795768
24400,2012,10,13,15,17,24400,8.333333333333334,2.0548046676563256
24405,2012,10,13,20,51,24405,11,1.632993161855452
24422,2012,10,14,13,22,24422,15,2.160246899469287
24423,2012,10,14,14,34,24423,16.333333333333332,4.027681991198191
24428,2012,10,14,19,56,24428,31.666666666666668,2.054804667656325
24429,2012,10,14,20,77,24429,40.666666666666664,10.873004286866728
24433,2012,10,15,0,123,24433,102.33333333333333,6.798692684790381
24444,2012,10,15,11,87,24444,78.66666666666667,1.247219128924646
24446,2012,10,15,13,98,24446,85,3.559026084010437
24452,2012,10,15,19,116,24452,101,1.632993161855452
24470,2012,10,16,13,25,24470,16.5,2.5
24475,2012,10,16,18,9,24475,7,0
24476,2012,10,16,19,11,24476,7.666666666666667,0.9428090415820632
24477,2012,10,16,20,14,24477,9,1.632993161855452
24487,2012,10,17,6,13,24487,5,0.816496580927726
24490,2012,10,17,9,22,24490,15,1.632993161855452
24498,2012,10,17,17,19,24498,12.666666666666666,1.247219128924647
24499,2012,10,17,18,29,24499,15.333333333333334,2.6246692913372702
24500,2012,10,17,19,45,24500,20.333333333333332,6.599663291074444
24504,2012,10,17,23,70,24504,56.333333333333336,1.8856180831641258
24505,2012,10,18,0,82,24505,61.333333333333336,6.342099196813481
24522,2012,10,18,17,27,24522,17,0.816496580927726
24523,2012,10,18,18,37,24523,20.333333333333332,4.784233364802442
24525,2012,10,18,20,75,24525,37.333333333333336,8.576453553512405
24526,2012,10,18,21,102,24526,53.333333333333336,15.965240019770729
24529,2012,10,19,0,142,24529,109,5.354126134736337
24538,2012,10,19,9,88,24538,57.333333333333336,7.586537784494027
24539,2012,10,19,10,119,24539,71,12.192894105447921
24544,2012,10,19,15,209,24544,187,1.632993161855452
24547,2012,10,19,18,230,24547,211.33333333333334,5.557777333511019
24548,2012,10,19,19,271,24548,218.33333333333334,9.809292646374772
24551,2012,10,19,22,334,24551,283.6666666666667,13.8884444373331
24565,2012,10,20,12,220,24565,214.66666666666666,0.47140452079102835
24570,2012,10,20,17,199,24570,135.5,18.5
24571,2012,10,20,18,273,24571,176.5,22.5
24579,2012,10,21,2,48,24579,41.666666666666664,1.2472191289246477
24580,2012,10,21,3,60,24580,43.666666666666664,3.2998316455372225
24600,2012,10,21,23,41,24600,38,0.816496580927726
24606,2012,10,22,5,39,24606,34,1.4142135623730951
24620,2012,10,22,19,32,24620,12,2.160246899469287
24621,2012,10,22,20,49,24621,19.333333333333332,9.104333522498443
24627,2012,10,23,2,48,24627,37.333333333333336,3.3993463423951904
24628,2012,10,23,3,71,24628,39.333333333333336,6.182412330330468
24637,2012,10,23,12,56,24637,48.333333333333336,1.6996731711975948
24640,2012,10,23,15,64,24640,58.333333333333336,1.6996731711975943
24641,2012,10,23,16,69,24641,61,2.160246899469287
24645,2012,10,23,20,125,24645,60.333333333333336,17.30767331432956
24666,2012,10,24,17,94,24666,32.333333333333336,7.408703590297623
24672,2012,10,24,23,174,24672,129.33333333333334,6.128258770283415
24675,2012,10,25,2,202,24675,175.33333333333334,1.8856180831641234
24684,2012,10,25,11,131,24684,51.666666666666664,14.079141387961918
24691,2012,10,25,18,331,24691,236,13.063945294843617
24694,2012,10,25,21,367,24694,335.6666666666667,3.2998316455372185
24702,2012,10,26,5,259,24702,232.66666666666666,4.784233364802444
24706,2012,10,26,9,271,24706,247,5.354126134736337
24714,2012,10,26,17,308,24714,294,1.4142135623730951
24753,2012,10,28,8,20,24753,13,0
24758,2012,10,28,13,16,24758,9.333333333333334,1.247219128924647
24759,2012,10,28,14,23,24759,11.666666666666666,3.299831645537222
24762,2012,10,28,17,38,24762,25.333333333333332,1.699673171197595
24763,2012,10,28,18,52,24763,30.333333333333332,5.436502143433364
24774,2012,10,29,5,48,24774,42,0.816496580927726
24775,2012,10,29,6,53,24775,44.333333333333336,2.62466929133727
24779,2012,10,29,10,68,24779,57,1.4142135623730951
24780,2012,10,29,11,80,24780,61.333333333333336,4.714045207910316
24794,2012,10,30,1,11,24794,8.333333333333334,0.4714045207910318
24798,2012,10,30,5,16,24798,11,0.816496580927726
24800,2012,10,30,7,25,24800,15,2.160246899469287
24806,2012,10,30,13,49,24806,19.5,4.5
24811,2012,10,30,18,62,24811,45.333333333333336,3.771236166328253
24813,2012,10,30,20,88,24813,59.333333333333336,8.379870059984356
24820,2012,10,31,3,10,24820,6,0.816496580927726
24823,2012,10,31,6,16,24823,11.333333333333334,1.247219128924647
24824,2012,10,31,7,28,24824,13.333333333333334,2.054804667656325
24835,2012,10,31,18,38,24835,11.333333333333334,1.247219128924647
24836,2012,10,31,19,65,24836,20.666666666666668,12.283683848458853
24840,2012,10,31,23,91,24840,77.66666666666667,1.2472191289246488
24841,2012,11,1,0,124,24841,81.66666666666667,6.64997911442
24851,2012,11,1,10,99,24851,42.666666666666664,12.762793146051099
24860,2012,11,1,19,115,24860,83,5.354126134736337
24863,2012,11,1,22,173,24863,126.33333333333333,8.178562764256865
24870,2012,11,2,5,136,24870,124.66666666666667,0.9428090415820617
24878,2012,11,2,13,170,24878,134.66666666666666,9.809292646374777
24886,2012,11,2,21,214,24886,196.66666666666666,5.734883511361751
24889,2012,11,3,0,228,24889,210.33333333333334,2.6246692913372716
24899,2012,11,3,10,199,24899,193.33333333333334,0.9428090415820667
24900,2012,11,3,11,205,24900,195,2.943920288775949
24920,2012,11,4,7,11,24920,7.333333333333333,0.9428090415820634
24921,2012,11,4,8,14,24921,9,1.4142135623730951
24923,2012,11,4,10,27,24923,13.333333333333334,1.6996731711975948
24932,2012,11,4,19,30,24932,24.333333333333332,0.9428090415820636
24950,2012,11,5,13,34,24950,26,1.632993161855452
24958,2012,11,5,21,40,24958,36.666666666666664,0.9428090415820642
24963,2012,11,6,2,48,24963,39.666666666666664,1.6996731711975956
24968,2012,11,6,7,54,24968,50,0.816496580927726
24969,2012,11,6,8,68,24969,51,2.160246899469287
24972,2012,11,6,11,71,24972,66.33333333333333,1.247219128924646
24973,2012,11,6,12,80,24973,67.33333333333333,2.624669291337272
24975,2012,11,6,14,89,24975,76,3.7416573867739413
24976,2012,11,6,15,106,24976,82,5.0990195135927845
24982,2012,11,6,21,138,24982,109,5.715476066494082
24987,2012,11,7,2,132,24987,109,7.0710678118654755
25014,2012,11,8,5,40,25014,27.666666666666668,3.299831645537222
25020,2012,11,8,11,51,25020,31,4.96655480858378
25027,2012,11,8,18,69,25027,60.333333333333336,0.47140452079103085
25028,2012,11,8,19,79,25028,63.333333333333336,4.02768199119819
25029,2012,11,8,20,94,25029,69.66666666666667,7.363574011458172
25033,2012,11,9,0,119,25033,103.33333333333333,1.8856180831641258
25035,2012,11,9,2,135,25035,111.66666666666667,7.133644853010899
25041,2012,11,9,8,118,25041,99.33333333333333,3.3993463423951913
25042,2012,11,9,9,134,25042,106.66666666666667,8.379870059984354
25052,2012,11,9,19,105,25052,57.666666666666664,9.877021593352703
25059,2012,11,10,2,160,25059,125,6.683312551921141
25092,2012,11,11,11,17,25092,10.666666666666666,1.2472191289246473
25104,2012,11,11,23,13,25104,10,0.816496580927726
25113,2012,11,12,8,25,25113,12.333333333333334,1.6996731711975948
25123,2012,11,12,18,34,25123,23.666666666666668,1.699673171197595
25124,2012,11,12,19,43,25124,26.333333333333332,5.436502143433364
25130,2012,11,13,1,12,25130,7.666666666666667,1.247219128924647
25138,2012,11,13,9,14,25138,8,1.4142135623730951
25159,2012,11,14,6,16,25159,13,0.816496580927726
25161,2012,11,14,8,23,25161,14.666666666666666,1.247219128924647
25164,2012,11,14,11,31,25164,24.666666666666668,1.247219128924647
25170,2012,11,14,17,32,25170,21,3.559026084010437
25174,2012,11,14,21,81,25174,46.666666666666664,7.93025150224688
25175,2012,11,14,22,130,25175,61.666666666666664,13.888444437333106
25180,2012,11,15,3,200,25180,141,18.49324200890693
25188,2012,11,15,11,146,25188,99.33333333333333,12.119772641798562
25204,2012,11,16,3,159,25204,130.33333333333334,4.189935029992175
25211,2012,11,16,10,206,25211,172.33333333333334,2.624669291337267
25212,2012,11,16,11,252,25212,184.33333333333334,15.45603082582617
25227,2012,11,17,2,28,25227,18.333333333333332,1.2472191289246475
25231,2012,11,17,6,56,25231,33.333333333333336,4.642796092394706
25241,2012,11,17,16,72,25241,60.666666666666664,3.3993463423951904
25245,2012,11,17,20,93,25245,64,5.0990195135927845
25252,2012,11,18,3,189,25252,176.66666666666666,4.027681991198193
25253,2012,11,18,4,219,25253,180,7.3484692283495345
25259,2012,11,18,10,179,25259,166.33333333333334,1.6996731711975925
25281,2012,11,19,8,22,25281,13,0.816496580927726
25288,2012,11,19,15,31,25288,23,0.816496580927726
25291,2012,11,19,18,51,25291,34.333333333333336,2.357022603955158
25292,2012,11,19,19,67,25292,41,7.0710678118654755
25314,2012,11,20,17,87,25314,57,0
25322,2012,11,21,1,163,25322,147.66666666666666,4.988876515698589
25324,2012,11,21,3,248,25324,158.66666666666666,6.847546194724714
25325,2012,11,21,4,334,25325,191.66666666666666,39.83577398380618
25342,2012,11,21,21,308,25342,277.3333333333333,6.9442222186665585
25343,2012,11,21,22,338,25343,290.3333333333333,13.021349989749748
25345,2012,11,22,0,404,25345,332,17.663521732655695
25348,2012,11,22,3,431,25348,410.6666666666667,5.734883511361745
25369,2012,11,23,0,15,25369,7.666666666666667,2.357022603955158
25376,2012,11,23,7,21,25376,12,1.632993161855452
25383,2012,11,23,14,39,25383,28.666666666666668,1.247219128924647
25386,2012,11,23,17,49,25386,42,2.160246899469287
25387,2012,11,23,18,78,25387,45.333333333333336,2.62466929133727
25394,2012,11,24,1,116,25394,100.33333333333333,4.496912521077348
25397,2012,11,24,4,155,25397,123.33333333333333,6.128258770283413
25407,2012,11,24,14,121,25407,79.66666666666667,5.436502143433363
25410,2012,11,24,17,158,25410,126.66666666666667,10.208928554075705
25411,2012,11,24,18,202,25411,139,16.391054470858997
25415,2012,11,24,22,246,25415,211.33333333333334,7.1336448530109
25416,2012,11,24,23,315,25416,225.33333333333334,15.41283736226252
25419,2012,11,25,2,445,25419,333,18.239152027072603
25435,2012,11,25,18,17,25435,9.333333333333334,1.247219128924647
25440,2012,11,25,23,32,25440,17.333333333333332,3.6817870057290873
25450,2012,11,26,9,17,25450,14.666666666666666,0.47140452079103146
25456,2012,11,26,15,23,25456,17.666666666666668,1.6996731711975952
25459,2012,11,26,18,39,25459,23,0
25462,2012,11,26,21,54,25462,39,4.08248290463863
25463,2012,11,26,22,69,25463,44,8.16496580927726
25464,2012,11,26,23,90,25464,55.666666666666664,10.274023338281628
25469,2012,11,27,4,142,25469,126.33333333333333,4.496912521077348
25470,2012,11,27,5,171,25470,133.66666666666666,5.906681715556453
25476,2012,11,27,11,204,25476,176.33333333333334,5.249338582674539
25477,2012,11,27,12,234,25477,184.66666666666666,14.52201394052798
25484,2012,11,27,19,276,25484,244.33333333333334,2.494438257849292
25498,2012,11,28,9,13,25498,9.333333333333334,0.47140452079103146
25499,2012,11,28,10,23,25499,10.666666666666666,1.699673171197595
25504,2012,11,28,15,13,25504,10.666666666666666,0.4714045207910318
25506,2012,11,28,17,19,25506,12,0.816496580927726
25511,2012,11,28,22,36,25511,21.666666666666668,2.6246692913372702
25515,2012,11,29,2,65,25515,44,0.816496580927726
25516,2012,11,29,3,145,25516,51.333333333333336,9.672412085697939
25529,2012,11,29,16,46,25529,41,0.816496580927726
25531,2012,11,29,18,59,25531,45.333333333333336,3.299831645537221
25532,2012,11,29,19,80,25532,51.333333333333336,5.557777333511022
25536,2012,11,29,23,122,25536,77,4.320493798938574
25537,2012,11,30,0,167,25537,94,19.8158185969358
25555,2012,11,30,18,32,25555,13,2.943920288775949
25559,2012,11,30,22,45,25559,21.333333333333332,2.6246692913372707
25566,2012,12,1,5,77,25566,42.666666666666664,4.4969125210773475
25572,2012,12,1,11,117,25572,87.66666666666667,9.741092797468303
25579,2012,12,1,18,93,25579,77.66666666666667,1.247219128924646
25582,2012,12,1,21,105,25582,95.66666666666667,1.8856180831641258
25583,2012,12,1,22,112,25583,99.66666666666667,3.7712361663282516
25588,2012,12,2,3,151,25588,129.66666666666666,1.699673171197598
25592,2012,12,2,7,185,25592,161.33333333333334,4.642796092394709
25594,2012,12,2,9,232,25594,177.33333333333334,16.048537489614294
25608,2012,12,2,23,313,25608,269.6666666666667,9.463379711052262
25628,2012,12,3,19,20,25628,13.333333333333334,1.699673171197595
25631,2012,12,3,22,38,25631,23.333333333333332,2.8674417556808756
25634,2012,12,4,1,54,25634,38,1.632993161855452
25637,2012,12,4,4,71,25637,58,2.943920288775949
25638,2012,12,4,5,102,25638,63.666666666666664,5.249338582674541
25649,2012,12,4,16,138,25649,115.66666666666667,6.798692684790378
25652,2012,12,4,19,149,25652,134.66666666666666,4.714045207910319
25668,2012,12,5,11,11,25668,9,0
25670,2012,12,5,13,15,25670,9.666666666666666,0.9428090415820632
25677,2012,12,5,20,14,25677,9.333333333333334,0.4714045207910318
25679,2012,12,5,22,25,25679,13.333333333333334,3.2998316455372216
25682,2012,12,6,1,44,25682,26.666666666666668,1.699673171197595
25691,2012,12,6,10,99,25691,40.666666666666664,1.2472191289246477
25697,2012,12,6,16,54,25697,40,2.943920288775949
25698,2012,12,6,17,78,25698,43.333333333333336,7.586537784494027
25701,2012,12,6,20,155,25701,93,11.51810169544733
25715,2012,12,7,10,44,25715,34,2.160246899469287
25718,2012,12,7,13,50,25718,44.666666666666664,0.9428090415820642
25719,2012,12,7,14,95,25719,46.666666666666664,2.494438257849295
25729,2012,12,8,0,16,25729,9.333333333333334,0.47140452079103146
25749,2012,12,8,20,15,25749,13.333333333333334,0.47140452079103146
25763,2012,12,9,10,19,25763,15.333333333333334,0.4714045207910318
25766,2012,12,9,13,21,25766,18,0.816496580927726
25771,2012,12,9,18,27,25771,17,2.943920288775949
25773,2012,12,9,20,43,25773,25.333333333333332,3.091206165165235
25784,2012,12,10,7,38,25784,24.333333333333332,2.494438257849294
25785,2012,12,10,8,59,25785,30,5.715476066494082
25786,2012,12,10,9,102,25786,40.666666666666664,14.007934259633798
25800,2012,12,10,23,129,25800,119.66666666666667,2.054804667656325
25801,2012,12,11,0,179,25801,122,5.0990195135927845
25809,2012,12,11,8,148,25809,116,7.3484692283495345
25817,2012,12,11,16,122,25817,113.33333333333333,1.6996731711975934
25818,2012,12,11,17,167,25818,116,4.546060565661952
25828,2012,12,12,3,180,25828,145.33333333333334,6.182412330330472
25836,2012,12,12,11,187,25836,141.33333333333334,14.52201394052798
25841,2012,12,12,16,284,25841,114,4.96655480858378
25863,2012,12,13,14,196,25863,186,0.816496580927726
25864,2012,12,13,15,204,25864,189,4.96655480858378
25872,2012,12,13,23,217,25872,207.66666666666666,3.0912061651652327
25882,2012,12,14,9,219,25882,195.66666666666666,3.68178700572909
25883,2012,12,14,10,241,25883,205,10.03327796219494
25894,2012,12,14,21,225,25894,205.66666666666666,4.988876515698591
25907,2012,12,15,10,226,25907,185,10.23067283548187
25908,2012,12,15,11,324,25908,194.66666666666666,22.881336402307358
25916,2012,12,15,19,323,25916,273.6666666666667,12.391753530294064
25936,2012,12,16,15,78,25936,70.33333333333333,1.2472191289246488
25937,2012,12,16,16,85,25937,73.33333333333333,3.3993463423951913
25942,2012,12,16,21,138,25942,109.33333333333333,6.0184900284225975
25978,2012,12,18,9,37,25978,17,3.265986323710904
25985,2012,12,18,16,35,25985,26,2.160246899469287
25986,2012,12,18,17,53,25986,28,4.96655480858378
25994,2012,12,19,1,114,25994,89.33333333333333,3.299831645537223
25997,2012,12,19,4,166,25997,125.33333333333333,9.843215373488935
26000,2012,12,19,7,199,26000,172,4.320493798938574
26010,2012,12,19,17,236,26010,209,4.898979485566356
26013,2012,12,19,20,290,26013,246.33333333333334,9.03081145609604
26029,2012,12,20,12,208,26029,177,7.483314773547883
26030,2012,12,20,13,244,26030,184,17.146428199482248
26033,2012,12,20,16,273,26033,247,2.943920288775949
26034,2012,12,20,17,308,26034,256.6666666666667,11.72840805717278
26039,2012,12,20,22,259,26039,225.33333333333334,5.185449728701347
26040,2012,12,20,23,314,26040,235.33333333333334,17.326921891156033
26042,2012,12,21,1,380,26042,296,26.166135875720485
26072,2012,12,22,7,25,26072,20.666666666666668,1.2472191289246475
